Question;Correct Choice;Ground Truth Explanation;Generated Explanation (T5);Generated Explanation (LLaMA);Ground Truth Ratings;T5 Ratings;T5 Human Ratings 1;T5 Human Ratings 2;LLaMA Ratings;LLaMA Human Ratings 1;LLaMA Human Ratings 2;T5 Similarity;LLaMA Similarity;T5 BERTScore;LLaMA BERTScore;T5 BLEURT;LLaMA BLEURT
The student needed to  get some new pencils, where did he go?;store;Students mainly use pencils for study purpose. Stores sell stationery items like pens and pencils. Students go to the store when they need to buy pencils. Classroom is not a place where pencils are sold. Backpack is not a place where one can find new pencils. Cabinet does not generally have new pencils. Teacher is an irrelevant answer.;store is the place where you can buy pencils.;Store sells school supplies such as pencil cases which contain a lot of different types of writing utensils including erasers and rulers and pencil sharpeners (for those who still prefer using them). Other places;"supports: 0
overall: 4
well_written: 1
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 0
overall: 1
well_written: 0
related: 1
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 0
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 0
overall: 3
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 0
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 2
unnecessary_info: 1
contrastive: 1";"supports: 0
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 0
unnecessary_info: 0
contrastive: 1";0.66;0.68;0.87;0.85;-1.52;-0.4
Where would you find a sloth that is not afraid of being hunted?;nature preserve;Animals are not being hunted in natural preserves. Natural preserve is a place where you would find a sloth that is not afraid of being hunted. At zoo, a sloth may be hunted. A sloth can get hunted at tropical rainforest or at forest canopy. Commercial is not a place where sloth can be found.;nature preserves are often surrounded by nature.;Nature preserves are places where animals live freely without any fear or threat. Sloths are found in jungles and trees so, their habitats don't provide them with safety. They are mostly hunted by humans for food purposes.;"supports: 1
overall: 3
well_written: 1
related: 1
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 1
overall: 2
well_written: 1
related: 1
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 1
overall: 1
well_written: 1
related: 0
factual: 1
new_info: 0
unnecessary_info: 0
contrastive: 1";"supports: 1
overall: 1
well_written: 1
related: 1
factual: 1
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 2
overall: 4
well_written: 1
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 1
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 1";0.52;0.84;0.85;0.87;-1.16;0.01
If I want to find more information about things in general, what am I seeking?;increased knowledge;Person has to look for increasing his knowledge if he want more information in general. Knowing more doesn't help you find more information in general.Wisdom cannot provide you general knowledge. Gaining knowledge cannot give you general knowledge always. Headache is not something that person seeks for.;if i want to find more information about things in general, what am i seeking increased knowledge;"General refers to something or someone who is common among all people; hence ""increased"" meaning increasing quantity or amount of something is appropriate here since we seek increased knowledge (not necessarily the best).";"supports: 0
overall: 3
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 0
overall: 1
well_written: 0
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 0
overall: 1
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 0
contrastive: 1";"supports: 0
overall: 2
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 1 
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 0
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 2
unnecessary_info: 1
contrastive: 1";"supports: 0
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 1";0.49;0.37;0.87;0.83;-1.09;-0.74
The class was clear, and that made it almost what?;invisible;Clear glass can look invisible and not misunderstood or like a teacher. Invisibility refers to not being seen while murky and confusion do not.;clear is a synonym for invisible.;When something becomes clearer,it makes everything else become less visible. This is why clear things tend to blend into their surroundings.;"supports: 2
overall: 1
well_written: 1
related: 1
factual: 1
new_info: 0
unnecessary_info: 0
contrastive: 0";"supports: 0
overall: 2
well_written: 0
related: 1
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 2
overall: 1
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 0
contrastive: 0";"supports: 2
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 2
overall: 2
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 2
overall: 2
well_written: 0
related: 1
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 1";0.68;0.55;0.85;0.85;-1.6;-0.28
John knows what environment he can find marmosets in but doesn't know how to find that environment.    What areas of the Americas has the environment he's looking for?;south and central america;The dry to wet-humid environment that marmoset live are found in south and central america.All the other options are not correct as they are not the eaxct areas where marmosets are found.;marmosets are found in south and central america.;Marmoset lives mostly South America(central parts) .John looks for habitat so he would look only there.He wants an environment with rainforests.Only South America had those before 1950.They still live today.So;"supports: 2
overall: 3
well_written: 0
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 2
overall: 1
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 0
contrastive: 1";"supports: 2
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 0
contrastive: 1";"supports: 2
overall: 3
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 2
overall: 2
well_written: 1
related: 0
factual: 0
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 2
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";0.81;0.76;0.9;0.84;-0.74;-0.52
What body of water is typically shallow water?;pond;Pond contains shallow water. Pond is used to denote shallow water only. LAke or Swimming pool dont contain shallow water. Acquariumscontain full water. Childrens pool is a very small pool containing normal water.;ponds are typically shallow water.;Ponds are small bodies of water which are usually very calm with little waves. They are also called still waters due to their lack of strong currents or tides. Lakes are large areas of standing water surrounded by land while oceans are;"supports: 3
overall: 2
well_written: 0
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 0
overall: 2
well_written: 1
related: 1
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 3
overall: 2
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 3
overall: 3
well_written: 0
related: 0
factual: 1
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 4
well_written: 1
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 3
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 3
overall: 2
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 1";0.73;0.63;0.86;0.84;-0.82;-0.59
Though he was an adult he still stereotypical slept on a sofa bed in his parent's what;basement;At his parent's basement, there was a sofa bed. Though he was an adult he still stereotypical slept on a sofa bed in his parent's basement. Sofa bed was not in the garage. Horseradish dont fits here. He might not have slept in the guest room. He didnt had a stereotypical slept on a sofa bed in his parent's living room.;basements are usually located in the basement.;"Adult who lives with parents typically uses childhood furniture which includes such things as crib, bassinette or cradle, changing pad, baby swing etc.. The most common type of these pieces would be something called ""sofa bed";"supports: 4
overall: 2
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 1
overall: 2
well_written: 1
related: 1
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 4
overall: 0
well_written: 1
related: 1
factual: 1
new_info: 0
unnecessary_info: 0
contrastive: 1";"supports: 4
overall: 2
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 2
well_written: 0
related: 1
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 0";"supports: 4
overall: 1
well_written: 0
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 4
overall: 2
well_written: 1
related: 0
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 1";0.28;0.45;0.85;0.82;-1.27;-0.8
There was no food in Danny place.  He had to go across the road and ask for some. Where might he have asked for food?;neighbor's house;Neighbor's house is mostly across the road near home so person can go easily and Person can ask to neighbor for some food when he doesn't have any food but neighbor have food. Going to Kitchen doesn't required you to go across the road as kitchen is alwasy inside the house. Person cannot go the military base to ask for food as person other than soldiers are not allowed. Shelf is not place where person can to ask for food. Restroom doesn't have food so person cannot go to restroom for food.;Danny had to go across the road and ask for some food. He had to go across the road and ask for some. He might have asked for food at neighbor's house.;Neighbor’s houses usually share their food with each other if they don’t have any food left at home or just ran out of groceries. This way neighbors help each other by sharing resources which would otherwise result in wasteful;"supports: 3
overall: 3
well_written: 0
related: 1
factual: 1
new_info: 2
unnecessary_info: 1
contrastive: 1";"supports: 2
overall: 2
well_written: 0
related: 1
factual: 0
new_info: 0
unnecessary_info: 0
contrastive: 0";"supports: 3
overall: 2
well_written: 0
related: 0
factual: 0
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 3
overall: 2
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 3
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 3
overall: 2
well_written: 0
related: 0
factual: 0
new_info: 0
unnecessary_info: 0
contrastive: 1";0.41;0.6;0.87;0.84;-1.31;-0.78
Where can you find many musician with people listening to them?;orchestra;An orchestra is a type of musical performance where there are many people listening to the musicians. All the other options are not related toa place with many musician with people listening to them.;orchestras are places where musicians are able to perform.;An orchestra is a group of musicians playing together. Orchestras usually include instruments such as violins, flutes, trumpets etc. They play different types of songs including classical ones which require musical training to perform properly. Some;"supports: 4
overall: 2
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 4
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 4
overall: 3
well_written: 0
related: 0
factual: 1
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 0";"supports: 4
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 4
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 3
unnecessary_info: 0
contrastive: 1";0.82;0.91;0.88;0.87;-0.29;-0.1
What type of person usually gets an illness?;elderly person;Illness means a disease or period of sickness affecting the body and mind. Elderly persons are more prone to illness due to low immunity. Beach, Stomach, Hospital and Body are not being the person or individual.;elderly people are the most likely to get illnesses.;Illnesses usually occur in older people who have weaker immune systems than younger ones. Younger people don’t catch diseases easily compared to old age. Older people also suffer from various health issues which could lead them to become sick;"supports: 1
overall: 4
well_written: 0
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 0
overall: 2
well_written: 1
related: 1
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 1
overall: 3
well_written: 0 
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 3
well_written: 0
related: 0
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 4
well_written: 1
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 1
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 2
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 1";0.74;0.75;0.86;0.86;-0.89;0.15
If you're moving, the people here will forward your letters for you.;post office;Post office is the public department or corporation responsible for postal services and in some countries telecommunications. If you're moving, the people here at post office will forward your letters for you. Envelope is not an office or a department that forwards your letters to you. Mailbox is one mounted on a post at the entrance to a person’s property and no people are staying in it to forwards your letters to you. It is a physical mail and not an email message that are forwarded to you. Front door is the main entrance to a house of your house and you are not the one who will forwards your letters to you.;if you're moving, the people here will forward your letters for you.;Post offices work with postal workers who collect mail addressed to someone else living in their city or town so they send them along even if there is no one home (forward). When someone moves away, all of those future deliveries would come back unc;"supports: 1
overall: 4
well_written: 1
related: 1
factual: 1
new_info: 2
unnecessary_info: 1
contrastive: 1";"supports: 0
overall: 1
well_written: 0
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 1
overall: 1
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 2
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 3
well_written: 1
related: 1
factual: 0
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 1
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 2 
unnecessary_info: 1
contrastive: 1";"supports: 1
overall: 2
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 1";0.57;0.65;0.88;0.83;-1.15;-0.75
Sally was a real estate agent but she was a bad one.  She didn't do well because people knew that she would oversell some features of the homes she sold. They assumed that she was always doing what?;exaggerate;People knew that Sally was a bad real estate agent as she didn't do her work properly and always exaggerate. People assume that by exaggeration she oversell some features of the homes being sold by her. A person cant be described as cover up. She didnt tell lie but only oversell the features. She didnt manipulate anything. She is not incompetent.;exaggerating is a way of achieving a goal.;Selling something with unrealistic claims about its capabilities or quality is known as exaggeration. People who work in sales field mostly try to promote their products by showing them off as better than others which leads to exaggerations. Thus, option;"supports: 3
overall: 4
well_written: 1
related: 1
factual: 1
new_info: 2
unnecessary_info: 0
contrastive: 1";"supports: 0
overall: 1
well_written: 0
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 3
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 3
overall: 2
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 2
overall: 3
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 3
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 3
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 1";0.29;0.39;0.85;0.84;-1.26;-0.42
Where is there usually a fiddle playing?;orchestra;Generally in orchestra the fiddle is played by the artist.Artist doesn't play fiddle in music store. Dance hall doesn't always have fiddle playing by artists.Symphony is a piece of music written to be played by an orchestra so it is not appropriate option here.Fiddle are not played in tennessee always.;fiddle is a musical instrument.;Fiddle has different pronunciations in different regions and cultures around the world. In American English culture, ‘fiddle‘ refers to a violin played by musicians while performing classical music concerts. Violin players perform with orchestras.;"supports: 2
overall: 3
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 1";"supports: 0
overall: 2
well_written: 1
related: 1
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 0";"supports: 2
overall: 2
well_written: 1
related: 0
factual: 0
new_info: 0
unnecessary_info: 1
contrastive: 1";"supports: 2
overall: 2
well_written: 0
related: 1
factual: 1
new_info: 1
unnecessary_info: 1
contrastive: 1";"supports: 2
overall: 3
well_written: 1
related: 1
factual: 1
new_info: 1
unnecessary_info: 0
contrastive: 0";"supports: 2
overall: 4
well_written: 0
related: 0
factual: 0
new_info: 2
unnecessary_info: 1
contrastive: 1";"supports: 2
overall: 3
well_written: 1
related: 0
factual: 0
new_info: 1
unnecessary_info: 1
contrastive: 1";0.58;0.64;0.85;0.85;-1.4;-0.58
