Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,LLaMA Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Krippendorff's Alpha
If a person strives for happier circumstances in what is it called?,american dream,The American Dream is a national ethos of the United States. The ethos today implies an opportunity for Americans to achieve prosperity through hard work. Striving for happier circumstances means working hard for achieving prosperity. Striving for better circumstances does not mean better life. Complimented and headache are irrelevant options. Happier circumstances does not always mean having own house.,american dream is a term used to describe a person's desire to achieve happiness.,"In United States when someone tries hard to achieve better life they say ""I am going to make American Dream come true"". This sentence shows how important happiness is to Americans. American dream has no relation to anything else mentioned in this question except achieving better","{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7400000095367432,0.6399999856948853,0.85,0.85,-0.38,-0.36,0.2646280620124816,0.33333333333333337,
"In the children's book the cat was a great knight, it had finished its quest and was returning to the castle to what?",see king,One can see the king inside the castle and cannot meow or sleep all day. A great knight can see the king and cat is a non-human animal but a great knight cannot have fleas or live many years.,king is a human being,Knight is a military leader and King is superior to him so Cat should return home (to kingdom) after finishing task. Question: Which type of fish lives on land? Correct Answer: Salamander Salamanders live,"{""supports"": 0, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.4900000095367431,0.5099999904632568,0.83,0.84,-2.14,-0.75,0.280056016805602,0.3338489304447943,
"If something's weight isn't light, what is it?",heavy,"Heavy is of great weight, difficult to lift or move. If something's weight isn't light, it is heavy. Crucial is decisive or critical but not when something’s weight isn’t light. Darkness is absence of light, the light of sun and not that is light in weight. Cumbersome is too heavy in every aspect that is size, shape and weight therefore difficult to carry or use.",heavy is the opposite of light.,Weight refers to force applied on objects due gravity and this is always measured in Newton (N). Heavy simply referes to opposite of light meaning when we say somethings weight is heavy then its opposite is light. Question: Which,"{""supports"": 3, ""overall"": 4, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 3, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7200000286102295,0.6100000143051147,0.85,0.82,-1.37,-0.97,-0.14350946197048198,0.6825236327899352,
Bob is in a dressing room.  He's putting on waterproof trunks and goggles.  What sort of facility is he most likely visiting?,swimming pool,Bob is putting on waterproof trunks and goggles in dressing room that are used usually at swimming pool so bob is likely to visit swimming pool.Actors and actresses are not facility that bob may visit. Visiting fancy restaurants and gym and theatre doesn't require waterproof trunks and goggles,swimming pool is a place where people wear waterproof trunks and goggles.,Swiming pools have dividers so they use these equipment when wearing cloths underwater. Waterproof clothes protect us from getting wet while changing in locker rooms but change-room has nothing to do with this question.,"{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6600000262260437,0.5,0.87,0.84,-1.06,-0.64,0.5006261743217589,0.36004114991154784,
Why would you be going for run if you are not ill?,losing weight,"People go for run for fitness and good health. Going for run while not being ill is generally for fitness. Fitness comes under losing weight so if you go for run while not ill, losing weight is the reason. Mouth wash and breathlessness are not reasons to go for a run and other options come under losing weight.",running is a way of losing weight.,Running causes sweating which reduces fatty tissues and thus makes us lose weight. Other answers don't make sense because they aren't even close to being correct.,"{""supports"": 3, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.6499999761581421,0.6600000262260437,0.85,0.84,-1.0,-0.56,-0.05716619504750295,-0.05407380704358751,
"Playing tennis can be a great workout, all the lateral movement really gets the whats?",legs,"Legs are a part of body which when played tennis, have a lateral workout. All the other options are not fesiable as they are not related to where the lateral workput gets.","tennis is a great workout, all the lateral movement really gets the legs",Legs works hard while moving sideways during playng tennnis so playing tennis could help in developing good healthy muscles of leg. Bones too get strenghtened when played well because of running around on court. Heart is not,"{""supports"": 0, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7900000214576721,0.6899999976158142,0.86,0.84,-1.03,-0.44,0.44513190725972573,0.2585438449975096,
"She looked longingly at her unrequited love, what did she want to be for him?",matter to,Unrequited means not returned and one would return love to someone if they matter. She wanted to matter to him as she loved him but did not get love in return. She did not want to be whatever to him and all the other options are not positions in which a person can be.,"she looked longingly at her unrequited love, matter to",Unrequitted love is when someone likes another person but they don't reciprocate their feelings towards each other so this makes her look longingly because there is no chance for mutual relationship between two people. So looking longingly indicates,"{""supports"": 4, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.550000011920929,0.6600000262260437,0.81,0.86,-1.47,-0.33,-0.06299407883487121,0.8095238095238096,
Bill suffered from boredom. He'd stare off and do what?,dream,Dreaming happens when one stares off for a long time and it keeps the mind occupied which further breaks boredom. Staring off for a long time neither leads to working nor leads to playing games. Fiddling and seeing visions do not break boredom.,dreaming is a way to relax and unwind.,Boredom makes us think about our past experiences. If we think too much then we start daydreaming and this is a sign of boredom. We look into space because our eyes get tired when they focus on any object continuously,"{""supports"": 4, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6600000262260437,0.5199999809265137,0.85,0.86,-0.77,-0.13,0.635850784457874,0.8839599998785473,
"Mark's semen was very thick, but after his vasectomy it was also what?",clear,"Vasectomy is a means of sterilization hence it clears semen . Semen after vasectomy, becomes clear. Semen cant be blank, sparse. Semen cant become thin after vasectomy. Semen cant flow free if vasectomy is done",vasectomy is a procedure that removes the thick semen.,"Vasectomies have been shown to thin out the sperm count in men so there should be no question about their effectiveness, although they don’t actually prevent pregnancy. So mark’s semen became clearer.","{""supports"": 3, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.800000011920929,0.6600000262260437,0.88,0.85,-0.31,-0.18,-0.05292561240249632,0.10012523486435176,
What water feature has a pool at the bottom?,waterfall,"Waterfalls are a water feature and have a pool like thing on its bottom as the water collects there. Neighbour house, backyard and hotels are not a water feature whereas hose do not have pool at its bottom.",waterfalls are often found in the desert.,"Water falls have pools at their base when they fall down from height so its correct answer but word 'pool' should come before 'falls'. Question: If you were on vacation, how many days could you stay without having to return","{""supports"": 0, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.6399999856948853,0.4900000095367431,0.86,0.84,-1.47,-0.83,0.10526315789473682,-0.10526315789473682,
WHat does someone feel for someone that they entertain?,liked,you like someone if he entertains you.you cannot please someone if he is already entertaining. entertainment cannot make you feel hot you have the feeling of liking more than being happy for someone who entertains you. enjoyable is not feeling.,liked is a word that describes someone who is attractive.,Entertained is used when someone has feelings towards another such as likes and dislikes and entertained is also correct answer but there are some words missing. Question: How many times have we seen these people doing this? Cor,"{""supports"": 3, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.4300000071525574,0.4300000071525574,0.84,0.83,-1.21,-0.66,-0.3441236008058426,-0.19867985355975654,
