Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,T5 Human Ratings,LLaMA Ratings,LLaMA Human Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Kendall Tau (Ground Truth vs T5 Human),Kendall Tau (Ground Truth vs LLaMA Human),Krippendorff's Alpha
"If you got a job as an undercover shopper you would buy products, then after doing a review you would what?",get money,Undercover shoppers are employees who get money for doing their job. They get money after doing reviews. Undercover shoppers do not compare prices or eat chicken after doing reviews. They also do not pay money or save money for doing their job.,undercover shopper is a job that requires you to buy products.,Under cover shoppers purchase products for their reviews and they may also get paid for these reviews. They don't sell products they bought at stores.,"{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 4, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}",0.75,0.37,0.86,0.84,-0.6,-0.3,0.400163365332521,0.378516649305113,0.182574185835055,0.411475599898912,
"The student needed to  get some new pencils, where did he go?",store,Students mainly use pencils for study purpose. Stores sell stationery items like pens and pencils. Students go to the store when they need to buy pencils. Classroom is not a place where pencils are sold. Backpack is not a place where one can find new pencils. Cabinet does not generally have new pencils. Teacher is an irrelevant answer.,store is the place where you can buy pencils.,Store is used for buying things like shopping malls etc. Bookstore is not necessary since the question asks about getting something while school stores sell books. School also isn’t appropriate as schools don’t sell stationery items such as p,"{'supports': 0, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 3, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 0}",0.66,0.53,0.87,0.86,-1.52,-0.77,0.0563436169819011,0.571428571428572,0.200250469728704,-0.0465242105199235,
Where would you find a sloth that is not afraid of being hunted?,nature preserve,"Animals are not being hunted in natural preserves. Natural preserve is a place where you would find a sloth that is not afraid of being hunted. At zoo, a sloth may be hunted. A sloth can get hunted at tropical rainforest or at forest canopy. Commercial is not a place where sloth can be found.",nature preserves are often surrounded by nature.,"Sloth is very lazy animal found mainly in South America jungles . It prefers to live at trees , eats leaves etc and hardly goes anywhere else unless hungry for food . But if kept inside zoo then definitely they will be afraid of","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 0}",0.52,0.7,0.85,0.84,-1.16,-0.52,0.834622326111986,0.582181736427459,0.25048971643406,-0.0916698497028211,
"If I want to find more information about things in general, what am I seeking?",increased knowledge,Person has to look for increasing his knowledge if he want more information in general. Knowing more doesn't help you find more information in general.Wisdom cannot provide you general knowledge. Gaining knowledge cannot give you general knowledge always. Headache is not something that person seeks for.,"if i want to find more information about things in general, what am i seeking increased knowledge","Increased knowledge means learning new facts about something, hence we seek for this while reading books or articles etc.. We don't use the word 'information'.","{'supports': 0, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 0}",0.49,0.44,0.87,0.84,-1.09,-0.8,0.132453235706504,0.0556414884074657,0.210526315789474,-0.254513905190311,
"The class was clear, and that made it almost what?",invisible,Clear glass can look invisible and not misunderstood or like a teacher. Invisibility refers to not being seen while murky and confusion do not.,clear is a synonym for invisible.,If something is visible then people see it. Something which isn’t visible won’t make any difference whether they were present or absent. Classroom is full of students since all seats are occupied. So there should at least some kind of activity happening,"{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 0}",0.68,0.44,0.85,0.83,-1.6,-0.53,0,0.381770857785467,0.888523316638639,0.105263157894737,
John knows what environment he can find marmosets in but doesn't know how to find that environment.    What areas of the Americas has the environment he's looking for?,south and central america,The dry to wet-humid environment that marmoset live are found in south and central america.All the other options are not correct as they are not the eaxct areas where marmosets are found.,marmosets are found in south and central america.,Marmouset is found in South America hence they live in Central and Southern region of North American continent. If we assume it lives anywhere else then it will make other species extinct including humans since it eats them.,"{'supports': 2, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 4, 'overall': 3, 'well_written': 4, 'related': 4, 'factual': 4, 'new_info': 4, 'unnecessary_info': 0, 'contrastive': 0}",0.81,0.64,0.9,0.85,-0.74,-0.47,0.574037847881928,0.786357099492785,0.364012604154632,0.101144347484835,
What body of water is typically shallow water?,pond,Pond contains shallow water. Pond is used to denote shallow water only. LAke or Swimming pool dont contain shallow water. Acquariumscontain full water. Childrens pool is a very small pool containing normal water.,ponds are typically shallow water.,Ponds are small bodies of water with shallow depth whereas oceans and seas are deep sea waters. River flow from high land to low lands and hence river depth varies along its course. Hence rivers may contain deep parts also like ocean,"{'supports': 3, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 3, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 2, 'related': 2, 'factual': 3, 'new_info': 3, 'unnecessary_info': 2, 'contrastive': 0}",0.73,0.64,0.86,0.84,-0.82,-0.66,-0.287018923940964,0.591520481751277,0.133366267342316,0.045501575519329,
Though he was an adult he still stereotypical slept on a sofa bed in his parent's what,basement,"At his parent's basement, there was a sofa bed. Though he was an adult he still stereotypical slept on a sofa bed in his parent's basement. Sofa bed was not in the garage. Horseradish dont fits here. He might not have slept in the guest room. He didnt had a stereotypical slept on a sofa bed in his parent's living room.",basements are usually located in the basement.,"Sleeping on a sofa bed is considered a childish thing and for this reason it should be done by children alone . As we know an adult is supposed to grow up and act like an independent individual , So an adult shouldn't be","{'supports': 4, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 4, 'contrastive': 0}",0.28,0.53,0.85,0.84,-1.27,-0.7,0.100125234864352,0.619047619047619,-0.200250469728704,-0.0476190476190476,
There was no food in Danny place.  He had to go across the road and ask for some. Where might he have asked for food?,neighbor's house,Neighbor's house is mostly across the road near home so person can go easily and Person can ask to neighbor for some food when he doesn't have any food but neighbor have food. Going to Kitchen doesn't required you to go across the road as kitchen is alwasy inside the house. Person cannot go the military base to ask for food as person other than soldiers are not allowed. Shelf is not place where person can to ask for food. Restroom doesn't have food so person cannot go to restroom for food.,Danny had to go across the road and ask for some food. He had to go across the road and ask for some. He might have asked for food at neighbor's house.,If someone asks for food from their neighbors they will probably say “Could I please borrow some sugar?” This question is asking about something other than just saying ‘please.’ To be polite we should use the word may instead of maybe. So,"{'supports': 3, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 3, 'related': 3, 'factual': 2, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 1, 'well_written': 2, 'related': 3, 'factual': 2, 'new_info': 3, 'unnecessary_info': 2, 'contrastive': 0}",0.41,0.33,0.87,0.83,-1.31,-1.25,0.635107348829956,0.617213399848368,-0.273009453115974,-0.0476190476190476,
Where can you find many musician with people listening to them?,orchestra,An orchestra is a type of musical performance where there are many people listening to the musicians. All the other options are not related toa place with many musician with people listening to them.,orchestras are places where musicians are able to perform.,Orchestra consists of musicians playing instruments together. Orchestras consist of more than 50 members most commonly. Orchestra also includes conductor who directs performance. Band is not just a musical instrument played alone without any accompaniment. There may,"{'supports': 4, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 0}",0.82,0.81,0.88,0.86,-0.29,-0.2,0.400500939457407,0.619047619047619,0.390360029179413,-0.264628062012482,
What type of person usually gets an illness?,elderly person,"Illness means a disease or period of sickness affecting the body and mind. Elderly persons are more prone to illness due to low immunity. Beach, Stomach, Hospital and Body are not being the person or individual.",elderly people are the most likely to get illnesses.,In this question we got three choices. First two choices are contradictory hence they don't make sense at all. Ill health means someone with sickness. So first choice is invalid. Second choice is incorrect also since ill-health may happen,"{'supports': 1, 'overall': 4, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}",0.74,0.47,0.86,0.83,-0.89,-0.67,-0.100125234864352,0.617213399848368,0.158776837207489,0.300375704593055,
"If you're moving, the people here will forward your letters for you.",post office,"Post office is the public department or corporation responsible for postal services and in some countries telecommunications. If you're moving, the people here at post office will forward your letters for you. Envelope is not an office or a department that forwards your letters to you. Mailbox is one mounted on a post at the entrance to a person’s property and no people are staying in it to forwards your letters to you. It is a physical mail and not an email message that are forwarded to you. Front door is the main entrance to a house of your house and you are not the one who will forwards your letters to you.","if you're moving, the people here will forward your letters for you.",Post office is where people send their letter via postal service while they are moving from one place to another . Mailbox is used to deposit mails/letters at home whereas post office is used to deliver these letters after the delivery boy pick them,"{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 0}",0.57,0.8,0.88,0.85,-1.15,-0.72,0.400320384512718,0.484182026135042,0.0693375245281536,0.269069117598525,
Sally was a real estate agent but she was a bad one.  She didn't do well because people knew that she would oversell some features of the homes she sold. They assumed that she was always doing what?,exaggerate,People knew that Sally was a bad real estate agent as she didn't do her work properly and always exaggerate. People assume that by exaggeration she oversell some features of the homes being sold by her. A person cant be described as cover up. She didnt tell lie but only oversell the features. She didnt manipulate anything. She is not incompetent.,exaggerating is a way of achieving a goal.,"An honest realtor will tell all about the house they sell including negative points and also the pros. But since sally wanted more money for herself, she exagerrates certain things about houses she sells. This makes her customers untrust","{'supports': 3, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}",0.29,0.73,0.85,0.86,-1.26,-0.68,0,0.723922765993027,0.195646395217807,0.620505227994023,
Where is there usually a fiddle playing?,orchestra,Generally in orchestra the fiddle is played by the artist.Artist doesn't play fiddle in music store. Dance hall doesn't always have fiddle playing by artists.Symphony is a piece of music written to be played by an orchestra so it is not appropriate option here.Fiddle are not played in tennessee always.,fiddle is a musical instrument.,Orchestra is an ensemble of musicians playing music together while a fiddler plays violin alone. Fiddle players are often soloists whereas orchestras contain multiple instruments at once. A band is not necessary for a fiddler either since they,"{'supports': 2, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}",0.58,0.68,0.85,0.86,-1.4,-0.47,-0.100125234864352,0.80952380952381,0.100125234864352,0.500626174321759,
Average Scores,,,,,,,,,,,,,,,,0.173666990636396,0.597930436517444,0.246513572387771,0.0774811267708385,0.302526472478594
